#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-05-10T19:03:50 [V7.5.6]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2026-05-10T19:03:51	  Query execution date
#INFO	request=https://vizier.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.add=_1&-c.r=  2&-c.geom=r&-source=I/352/gedr3dis&-order=I&-out.orig=standard&-out=Source&-out=RA_ICRS&-out=DE_ICRS&-out=rgeo&-out=b_rgeo&-out=B_rgeo&-out=rpgeo&-out=b_rpgeo&-out=B_rpgeo&-out=Flag&-out.max=unlimited&-c.eq=J2000&-c.u=arcmin&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=VizieR/7.5.6	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	header_format=mini	
#INFO	header_format=mini	

#RESOURCE=yCat_1352
#Name: I/352
#Title: Distances to 1.47 billion stars in Gaia EDR3 (Bailer-Jones+, 2021)
#INFO	ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	data_ivoid=ivo://cds.vizier/i/352	    IVOID of underlying data collection
#INFO	creator=Bailer-Jones C.A.L.	    First author or institution
#INFO	cites=bibcode:2021AJ....161..147B	    Article or Data origin sources
#INFO	journal=AJ	    Journal name
#INFO	original_date=2021	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/I/352	    Dataset landing page
#INFO	publication_date=2024-01-08	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	H_2016.000:	ICRS
#Table	I_352_gedr3dis:
#Name: I/352/gedr3dis
#Title: Estimating distances from parallaxes (1467744818 sources)
#Column	_1	(A40)	The original question (from your input file)	[ucd=meta.id]
#Column	Source	(I19)	Source identifier, identical to the Gaia-EDR3 source_id (id)	[ucd=meta.id;meta.main]
#Column	RA_ICRS	(F15.11)	Barycentric right ascension (ICRS) at Ep=2016.0 (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DE_ICRS	(F15.11)	Barycentric declination (ICRS) at Ep=2016.0 (dec)	[ucd=pos.eq.dec;meta.main]
#Column	rgeo	(F15.8)	? Median of the geometric distance posterior (r_med_geo)	[ucd=pos.distance;stat.mean]
#Column	b_rgeo	(F14.8)	? 16th percentile of the geometric distance posterior (r_lo_geo)	[ucd=pos.distance;stat.min]
#Column	B_rgeo	(F14.8)	? 84th percentile of the geometric distance posterior (r_hi_geo)	[ucd=pos.distance;stat.max]
#Column	rpgeo	(F15.8)	? Median of the photogeometric distance posterior (r_med_photogeo)	[ucd=pos.distance;stat.mean]
#Column	b_rpgeo	(F14.8)	? 16th percentile of the photogeometric distance posterior (r_lo_photogeo)	[ucd=pos.distance;stat.min]
#Column	B_rpgeo	(F14.8)	? 84th percentile of the photogeometric distance posterior (r_hi_photogeo)	[ucd=pos.distance;stat.max]
#Column	Flag	(I5)	Flag (flag) (1)	[ucd=meta.code]
_1	Source	RA_ICRS	DE_ICRS	rgeo	b_rgeo	B_rgeo	rpgeo	b_rpgeo	B_rpgeo	Flag
HD 201251                               	2165218122037805696	316.60542864149	+47.63468852325	  3679.23901000	 2283.76514000	 5759.95312000	  5889.38623000	 3531.11060000	 7530.10742000	20033
HD 201251                               	2165218122037808256	316.60672216901	+47.63314565816	  3605.90186000	 2323.85352000	 5625.95850000	  4273.08984000	 3126.39746000	 5719.69971000	10033
HD 201251                               	2165218122037823616	316.61218428636	+47.62835830427	  1767.90356000	 1072.92480000	 2573.89453000	  1965.02271000	 1622.95740000	 4010.09644000	10033
HD 201251                               	2165218220810144384	316.63693625033	+47.62175293186	  4332.44531000	 3382.81128000	 5997.53271000	  3684.83545000	 3031.92505000	 4463.50342000	10033
HD 201251                               	2165218225117149312	316.63673221345	+47.62030538544	  3535.08301000	 2542.98169000	 5388.77783000	  3830.75610000	 2892.29565000	 6456.23193000	10033
HD 201251                               	2165218225117166208	316.64058264178	+47.61890101760	  3315.30469000	 2060.89844000	 4889.60840000	  3817.77881000	 2335.67847000	 5618.63623000	10033
HD 201251                               	2165218225117167232	316.63811415481	+47.62411668622	  4111.80762000	 2281.84912000	 6939.00098000	  3710.79272000	 2741.32812000	 5181.21338000	10033
HD 201251                               	2165218225117169920	316.63817290451	+47.62467231435	  2881.93652000	 1669.74451000	 4601.49805000	  4477.22852000	 2483.39697000	 6046.99365000	10033
HD 201251                               	2165218225117177600	316.63982540175	+47.62449892060	  4473.25879000	 3162.18945000	 5983.59473000	  4494.10596000	 3715.34009000	 5630.10400000	10033
HD 201251                               	2165218225117190656	316.64555903274	+47.61857177352	  4532.35059000	 2986.59058000	 6584.71680000	  4514.50781000	 3800.75854000	 5594.75342000	10033
HD 201251                               	2165218225126425344	316.63380543824	+47.61838993499	  2319.89331000	 2211.29297000	 2435.72534000	  2293.48169000	 2185.33057000	 2414.68286000	10033
HD 201251                               	2165218225126437888	316.63860914588	+47.62566132728	  1930.62317000	 1799.15479000	 2066.78174000	  1928.72498000	 1800.59546000	 2042.88989000	10033
HD 201251                               	2165218255169887104	316.65596209285	+47.62292162990	  4371.48926000	 3305.19507000	 5942.10791000	  3962.00366000	 2923.98657000	 5261.08594000	10033
HD 201251                               	2165218255169888384	316.65954763672	+47.62395016451	  2961.43213000	 2575.42114000	 3605.73267000	  2979.47144000	 2518.78369000	 3590.28320000	10033
HD 201251                               	2165218259476928128	316.64381955533	+47.62150770752	  2594.04590000	 1531.82715000	 4135.39062000	  4459.64990000	 3254.20483000	 6931.64990000	10033
HD 201251                               	2165218259476942208	316.64296306889	+47.62762327036	  1219.45508000	  924.04956100	 1841.88867000	  3048.43066000	 2558.82251000	 3974.22485000	10033
HD 201251                               	2165218259476944640	316.64402982421	+47.62612162240	  3399.77734000	 1732.04626000	 6030.67236000	  7186.00537000	 6034.04834000	 8641.23926000	20033
HD 201251                               	2165218259476950144	316.64587745645	+47.62428443301	  2052.01807000	 1144.43701000	 3394.35059000	  1285.48682000	 1046.72437000	 1542.95215000	11033
HD 201251                               	2165218259476962304	316.64946140762	+47.62147417707	  3427.28809000	 2345.33008000	 4730.05957000	  3168.79004000	 2255.86475000	 4681.22266000	10033
HD 201251                               	2165218259476964864	316.64590147351	+47.62998006462	  1812.86035000	 1142.16956000	 2950.08081000	  4390.51855000	 1813.92493000	 6145.21289000	10133
HD 201251                               	2165218259476971264	316.65014438936	+47.62316797080	   682.53698700	  632.43347200	  745.20471200	   699.98748800	  648.16571000	  753.71484400	10033
HD 201251                               	2165218259476972672	316.65203857685	+47.62017683078	  3970.83789000	 2476.74414000	 5655.86279000	  4786.54736000	 4061.26636000	 6554.75000000	10033
HD 201251                               	2165218259476973440	316.64777512400	+47.62858375593	  2414.19238000	 2165.41797000	 2684.88281000	  2379.70728000	 2114.08569000	 2718.11768000	10033
HD 201251                               	2165218259476974080	316.64607065356	+47.63192150605	  3894.66309000	 2498.05444000	 5503.74170000	  5373.48877000	 4199.59619000	 7068.57617000	20033
HD 201251                               	2165218259476976768	316.65317956603	+47.61964527632	  5502.29248000	 3842.87329000	 7871.19482000	  4669.74512000	 3338.37500000	 6129.90576000	10033
HD 201251                               	2165218259476977792	316.64894784510	+47.62774426475	  4982.37158000	 2455.85718000	 7492.15088000	  3782.21411000	 3115.83545000	 5292.17725000	10033
HD 201251                               	2165218259476978688	316.65005091060	+47.62572423989	  3249.90186000	 1997.85498000	 5074.72119000	  3740.46143000	 2543.84692000	 6312.66895000	10033
HD 201251                               	2165218259476980992	316.65099235522	+47.62474652857	  3997.77832000	 2345.84912000	 5778.25684000	  5587.41895000	 4724.10547000	 7075.67773000	10033
HD 201251                               	2165218259476986624	316.64825989001	+47.63226774225	  2453.69897000	 1692.02844000	 3765.94678000	  2752.80908000	 1938.25000000	 4518.07129000	10033
HD 201251                               	2165218259476997248	316.65232092354	+47.62910178502	  4561.94775000	 3036.30420000	 6228.00244000	  3473.68921000	 2661.71338000	 4818.50977000	10033
HD 201251                               	2165218259476997376	316.65183243682	+47.62920673016	  3892.71753000	 2350.04126000	 5953.17188000	               	              	              	10099
HD 201251                               	2165218259477000064	316.65493552983	+47.62529428534	  3244.16431000	 2118.08154000	 4215.17383000	  2710.59058000	 2012.46533000	 3584.20410000	10033
HD 201251                               	2165218259477000192	316.65444327573	+47.62512784802	  3785.48096000	 2473.57031000	 5499.55615000	               	              	              	   99
HD 201251                               	2165218259477006080	316.65522612316	+47.62602518001	  4335.14551000	 2535.48120000	 6018.00391000	  3765.55762000	 3130.85132000	 4805.54102000	10033
HD 201251                               	2165218259477007104	316.65376738109	+47.62909687423	  3498.72314000	 2184.12280000	 5273.11816000	  5897.19678000	 4133.96924000	 7754.09766000	10133
HD 201251                               	2165218259477011456	316.65685740440	+47.62454172386	  4391.51660000	 2031.79651000	 6902.05664000	  4460.19629000	 3508.78223000	 6424.79541000	20033
HD 201251                               	2165218259477014400	316.65620739257	+47.62644982892	  3669.64209000	 1928.97815000	 6721.01953000	  3503.81274000	 2140.99683000	 5400.42090000	10033
HD 201251                               	2165218259477016320	316.65755960390	+47.62490318988	  2861.62329000	 1832.05713000	 5236.37939000	  3890.29834000	 2893.50073000	 5209.19482000	10033
HD 201251                               	2165218259477016960	316.65331253499	+47.63339091227	  2502.29785000	 1963.27869000	 3329.49780000	  2542.19482000	 2090.17871000	 3070.33740000	10033
HD 201251                               	2165218259477020928	316.65173154328	+47.63806882480	   651.03967300	  606.87170400	  714.88372800	   637.28552200	  594.72949200	  691.68402100	10033
HD 201251                               	2165218259477023616	316.65454236501	+47.63334657061	  2682.40234000	 2345.79297000	 3023.97852000	  2489.40649000	 2171.62427000	 2813.25366000	10033
HD 201251                               	2165218259477029504	316.65593732447	+47.63290004622	  3768.39697000	 2463.39844000	 5442.71289000	  6120.29395000	 5257.73486000	 8235.41113000	10033
HD 201251                               	2165218259477039488	316.65921321617	+47.62968459216	  4136.45801000	 2414.55151000	 5939.40381000	  2931.08447000	 2089.38599000	 4367.01611000	10033
HD 201251                               	2165218259477039872	316.66058343034	+47.62716531914	  3172.15869000	 1958.10864000	 4977.27930000	  5105.37109000	 4234.10254000	 6509.40967000	20033
HD 201251                               	2165218259480198656	316.66007280991	+47.62560097162	  3464.06079000	 1968.16919000	 5596.73438000	  6623.87744000	 5460.12744000	 8246.55469000	20033
HD 201251                               	2165218259480200320	316.65057571270	+47.63796817228	  4007.58862000	 2469.54004000	 6256.67383000	  4314.20557000	 3470.37402000	 5591.63135000	10033
HD 201251                               	2165218259480200576	316.65268623125	+47.63765257630	  4684.60742000	 2150.57788000	 8275.38184000	  3595.67017000	 2942.55933000	 4954.12061000	10033
HD 201251                               	2165218259486185216	316.64774939709	+47.61809943595	  1586.81104000	 1526.39954000	 1666.52844000	  1561.34070000	 1514.07117000	 1624.72717000	10033
HD 201251                               	2165218259486193280	316.64693003717	+47.62811260775	  6159.28516000	 5241.29541000	 7413.64062000	  5318.65186000	 4608.89844000	 6626.61914000	10033
HD 201251                               	2165218259486196736	316.64910541087	+47.62812165175	  4431.41943000	 2622.54297000	 8094.06055000	  4794.07666000	 3924.80981000	 6332.18848000	10033
HD 201251                               	2165218259486196864	316.65373062910	+47.61872568496	  3751.34644000	 3245.19482000	 4462.85303000	  3405.39868000	 3051.38452000	 4020.84692000	10033
HD 201251                               	2165218259486198656	316.64834068479	+47.63078825784	  1599.99316000	 1284.76709000	 2016.77405000	  1985.07275000	 1721.58960000	 2373.04736000	10033
HD 201251                               	2165218259486202624	316.64970354293	+47.63125060072	  1862.43250000	 1797.54504000	 1945.35327000	  1818.03857000	 1749.22925000	 1894.47656000	10033
HD 201251                               	2165218259486209024	316.65336093328	+47.63471581521	  3042.10254000	 2718.55200000	 3483.99170000	  2945.02295000	 2688.47388000	 3297.13818000	10033
HD 201251                               	2165218259486211968	316.65921113000	+47.62744360414	  1757.24255000	 1646.00183000	 1878.76416000	  1749.85986000	 1633.07739000	 1873.80701000	10033
HD 201251                               	2165218259486859008	316.65957481033	+47.62859087672	  2425.54395000	 2186.50195000	 2690.64136000	  2421.89697000	 2190.71484000	 2675.67969000	10033
HD 201251                               	2165218259488086656	316.65348857801	+47.61998690289	   546.36554000	  445.83947800	  728.16485600	               	              	              	10099
HD 201251                               	2165218259488087808	316.65542280055	+47.62269649855	  2684.12500000	 1641.37219000	 3994.37720000	               	              	              	20099
HD 201251                               	2165218289529617408	316.62133711385	+47.62213995541	  5058.36523000	 4117.73828000	 6327.30273000	  4922.91064000	 4211.03223000	 5610.66504000	10033
HD 201251                               	2165218289529618304	316.62401310666	+47.62273838610	  4439.20996000	 3526.47974000	 5697.88770000	  5060.04346000	 3455.34595000	 6102.51367000	10033
HD 201251                               	2165218289529618944	316.62765851608	+47.63169015456	  2197.57251000	 1840.09131000	 2625.97852000	  2151.67627000	 1899.42456000	 2403.74463000	10033
HD 201251                               	2165218289529620736	316.63563647254	+47.62523201231	  2391.27319000	 2196.68530000	 2590.73047000	  2378.77466000	 2229.39966000	 2553.39526000	10033
HD 201251                               	2165218293836544256	316.61676904059	+47.62899044987	  2910.11816000	 1825.50024000	 4483.92188000	  6392.47070000	 5265.18359000	 7860.85352000	20033
HD 201251                               	2165218293836553344	316.62237423324	+47.62138731374	  1846.50793000	 1556.11011000	 2219.94409000	  1927.44031000	 1620.48828000	 2399.29102000	10033
HD 201251                               	2165218293836560896	316.62489490399	+47.62001966197	  2229.20752000	 1364.94531000	 4392.76807000	  3199.84033000	 1411.49634000	 5014.12207000	10133
HD 201251                               	2165218293836564864	316.61986843175	+47.63043214415	  3818.99072000	 2946.93823000	 5081.71729000	  3256.63965000	 2590.85132000	 4005.31543000	10033
HD 201251                               	2165218293836574592	316.62737993224	+47.61934813312	  3058.99097000	 1784.04700000	 4367.65039000	  2825.60376000	 2259.77539000	 5515.60352000	10033
HD 201251                               	2165218293836574720	316.62214372586	+47.62936365967	  3089.17798000	 1836.24426000	 4892.78418000	  6796.27246000	 5740.08984000	 8833.96582000	20033
HD 201251                               	2165218293836581376	316.62470909786	+47.62671293829	  4017.22803000	 2761.98950000	 5513.34326000	  3595.16357000	 2392.07544000	 5256.01074000	10033
HD 201251                               	2165218293836585600	316.62216552692	+47.63265576916	  4259.97168000	 2726.84790000	 6719.49609000	  5182.80908000	 2265.01709000	 7079.93018000	20133
HD 201251                               	2165218293836594176	316.62777036402	+47.62504912941	  3450.05762000	 2139.46191000	 5330.17139000	  4811.27441000	 4019.08911000	 6152.64111000	10033
HD 201251                               	2165218293836602624	316.62553300681	+47.63276392804	  3484.73340000	 2253.51172000	 5341.46631000	  4778.31396000	 3696.10962000	 6564.23438000	20033
HD 201251                               	2165218293836604032	316.62952148052	+47.62600386137	  3946.73267000	 2593.34180000	 5873.52148000	  3198.83716000	 2228.21460000	 4378.13086000	10033
HD 201251                               	2165218293836608640	316.63189391887	+47.62345248055	  3450.35645000	 2470.65527000	 5697.82178000	  3368.09424000	 2451.36523000	 5160.67041000	10033
HD 201251                               	2165218293836610560	316.62566990919	+47.63575786527	  6123.49609000	 4135.92627000	 8286.80566000	  4740.30908000	 3637.53271000	 6676.42480000	10033
HD 201251                               	2165218293836611072	316.62844791483	+47.63065609652	  2487.57495000	 1428.74121000	 3838.68726000	  4055.89307000	 2644.73877000	 5728.76855000	10033
HD 201251                               	2165218293836621824	316.63156842943	+47.62882000414	  3679.46802000	 2363.07471000	 5833.87646000	  7058.99658000	 6073.34131000	 8575.94727000	20033
HD 201251                               	2165218293836625408	316.63130945453	+47.63056093771	  2956.99072000	 1623.50391000	 4986.56494000	  3461.79639000	 2503.03003000	 6350.71191000	20133
HD 201251                               	2165218293836629504	316.63273161171	+47.62937087395	  2776.30127000	 2372.40234000	 3211.12793000	  2716.57056000	 2339.19434000	 3015.69727000	10033
HD 201251                               	2165218293836631296	316.63102695464	+47.63308641392	  4060.44849000	 2515.58984000	 6031.27686000	  4446.98291000	 3461.12012000	 5754.97168000	10033
HD 201251                               	2165218293836633728	316.63453834866	+47.62712129158	  3964.60376000	 2616.86768000	 6285.91748000	  3925.11963000	 2748.95117000	 5413.73145000	10033
HD 201251                               	2165218293836639360	316.63407789238	+47.63021385683	  4144.93018000	 2561.88354000	 6407.24561000	  3890.12085000	 2519.41797000	 5984.93018000	10033
HD 201251                               	2165218293845882240	316.61411910116	+47.62659428094	  1354.63379000	 1021.40802000	 1990.99670000	  2985.26367000	 2326.77930000	 5219.11572000	10033
